,Text,Account Tags,Hashtags,Sentiment,Emotions
494,"Happy EarthDay!! 🌎

At Chipsafer, with our active traceability platform, we aim to highlight all the sustainable farmers that are having a positive impact on the environment

#Earth #sustainable #sustainability #livestock #farm #farming #farmers #tracking #cattle #animals #GPS ",Uknown,"EarthDay,Earth,sustainable,sustainability,livestock,farm,farming,farmers,tracking,cattle,animals,GPS",POSITIVE,optimism
496," Happy Earth Day 🌎 💚🍀

#MoHUA #ujjain #USCL #umc #SmartCitiesMission #uda #uadd #NIUA #CITIIS #kunalkumarpmc
#SmartCitiesIndia #SwachhSurvekshan #earthday2022🌍 EarthDay #cycle4change #street4all #green ",UjjainSmartCity,"MoHUA,ujjain,USCL,umc,SmartCitiesMission,uda,uadd,NIUA,CITIIS,kunalkumarpmc,SmartCitiesIndia,SwachhSurvekshan,earthday2022,EarthDay,cycle4change,street4all,green",NEGATIVE,joy
500," Happy Earth Day!🌎

 Happy Earth Day! EarthDay, #LBank is giving away 
 $150!

🌍Follow  
 
🌏RT &amp; comment your thoughts on making Earth a better place.

🎁10 winners will be announced here, stay tuned!

#Giveaway #LBank #AirdropCrypto EarthDay22 ","LBank_Exchange,LBank_Exchange","EarthDay,LBank,Giveaway,LBank,AirdropCrypto,EarthDay22",POSITIVE,joy
503,"Happy Earth Day! 🌏 

How do you reduce your carbon footprint as a hacker? 💚 👇 

#HackThePlanet #ItTakesACrowd EarthDay ",Uknown,"HackThePlanet,ItTakesACrowd,EarthDay",NEGATIVE,optimism
510," 🌎 💚 Happy EarthDay! 💙 🌍 

Celebrate the planet we call home with our unique collection of engaging activities and resources that explore the world of wonder around us. Get started &gt;&gt;  ",DiscoveryEd,EarthDay,POSITIVE,joy
516,"If you want to make a difference on EarthDay, consider switching from an ICE vehicle to an #EV 🚗⚡️

Book a test drive! ↓

EVDC: 

Burlington MEET:  ",Uknown,"EarthDay,EV",NEGATIVE,optimism
521," Happy EarthDay! We just found out 🇨🇦's Environment Ministry has blocked us on Twitter

Fossil fuel companies that have lied and pillaged for decades? Give them a seat at the table ✅

Civil society groups calling for a climate-safe future? Block their voices from being heard! 🚫 ",350Canada,EarthDay,NEGATIVE,anger
526," Happy EarthDay 🌍
We might not live the perfect zero-waste lives, but if we all give it a go imperfectly that's a great starting point 🙌
Here's to investing in our planet and making good choices 💚
#SustainableFashion #OrganicKidsClothes ",DuckyZebra,"EarthDay,SustainableFashion,OrganicKidsClothes",POSITIVE,optimism
533," Our health and the health of our planet go hand-in-hand.

With the #EUGreenDeal, we want to
🌍 protect our planet
🐘 preserve biodiversity 
👫 create a more sustainable future for the generations to come

This EarthDay join us in taking a stand for our one and only home 💚 ",EU_Partnerships,"EUGreenDeal,EarthDay",POSITIVE,optimism
536," An EarthDay message from  Director Martha Williams:  🌎

“Earth Day is… a time to renew our commitment to youth and ensure we are engaging and employing those who will inherit the future.”

📷: Clark's grebe family by Jim Barney/USFWS ","USFWSNews,USFWS",EarthDay,POSITIVE,optimism
537, Please appreciate Her on  🌍 EarthDay ,OaknThyme,EarthDay,POSITIVE,joy
541,"THIS Saturday 10am-1pm Rain or Shine ☺️ let’s clean up Toronto’s Ravines for EarthDay! bring your own water bottle/cup we provide the gloves &amp; bags, food &amp; drink. ",Uknown,EarthDay,NEGATIVE,joy
545,"Energy conservation is key! 🌎💡 Some other things you can do is to remember to turn off your lights and unplug unused appliances to reduce unnecessary energy consumption. Not to mention, it will help you save money on your bills. 
#saveourplanet #earthday #happyearthday ",Uknown,"saveourplanet,earthday,happyearthday",POSITIVE,optimism
547,"2-day only sale! Buy 5-in-1 bundle now for EarthDay2022 #NFTCommunity #NewProfilePic 
⬇️⬇️
 ",Uknown,"EarthDay2022,NFTCommunity,NewProfilePic",NEGATIVE,joy
551," Today is Earth Day! If you’re looking for easy ways to give back to our planet, check out these ten tips from College Magazine that are perfect for students looking to celebrate and protect the Earth here. 🌎  EarthDay #Sustainability  ",NotreDameOhio,"EarthDay,Sustainability",POSITIVE,optimism
562," On EarthDay &amp; every day we share our community with our animal friends, like the red fox! 🦊 Besides recycling millions of pounds of materials every year, we're committed to reducing our carbon footprint, protecting habitats &amp; caring about native plants and animals. ",ComEd,EarthDay,POSITIVE,optimism
563, happy EarthDay 🙌🌎 I always feel so fortunate and grateful to be sharing this planet with such beautiful and fascinating wildlife!! 🍄🐇 #fridaymorning #EarlyBiz #CraftBizParty #wildlife #FoxOfTheDay #UKGiftAM 🦊🧡 ,agaricrabbit,"EarthDay,fridaymorning,EarlyBiz,CraftBizParty,wildlife,FoxOfTheDay,UKGiftAM",POSITIVE,joy
567," The GCT Global Commitment reflects our commitment to the environment and the community. Learn more about how we are prioritizing economic, environmental, and social well-being and prosperity. EarthDay 🌎  ",GlobalTerminals,EarthDay,POSITIVE,optimism
569," We live on a SPECTACULAR planet 😍.

Let's take care of it with the cleanest energy so that these natural wonders are not just memories 🌍.

More #ClimateAction 🌱 to preserve our treasures! EarthDay ",Iberdrola_En,"ClimateAction,EarthDay",POSITIVE,joy
574," Happy EarthDay! 🌎

We want to celebrate what makes this Blue Marble special – you! Share a selfie or a picture of your favorite place on Earth with #NASAEarthling. ",NASAEarth,"EarthDay,NASAEarthling",POSITIVE,joy
580, Have a great EarthDay. It is a beautiful planet and the only we've got so enjoy it! 🌏 - Paul ,PaulMcCartney,EarthDay,POSITIVE,joy
582," 🌍 #WorldEarthDay 🌎 is celebrating globally every year on?
- #22ndApril

The World Earth Day was first observed in which year? 
- 1970

Who was proposed the concept of EarthDay observing?
- #JohnMcConnell

What is the theme of the World EarthDay2022?
- ""Invest In Our Planet"" ",BORN4WIN,"WorldEarthDay,22ndApril,EarthDay,JohnMcConnell,EarthDay2022",NEGATIVE,joy
585," A Beesponsible lifestyle isn't just #beefriendly — it's #earthfriendly too! 🐝🌎🙌 EarthDay
🚫 Avoid using pesticides.⁠
🌻 Plant more native flowers, shrubs &amp; trees.⁠
🍂 Provide more wild spaces in our yards.⁠
🍌 Compost organic waste.⁠
♻️ Reduce, reuse &amp; recycle.⁠ ",beesponsible,"beefriendly,earthfriendly,EarthDay",NEGATIVE,optimism
588," EarthDay #SaveSoil 
Bala's first event after winning 🏆💕 
Proud of you #Bala #BalaFam
#WeLoveBala 
#BalajiMurugadoss𓃵 
#BalajiMurugadoss 
#BalaTheGOATofBBTamil
#BalaTheUltimateSensation
#BBUltimateWinnerBala
#BBUltimate ",GenuineBala,"EarthDay,SaveSoil,Bala,BalaFam,WeLoveBala,BalajiMurugadoss,BalajiMurugadoss,BalaTheGOATofBBTamil,BalaTheUltimateSensation,BBUltimateWinnerBala,BBUltimate",POSITIVE,joy
589,"It is our responsibility to take care of planet earth! Go green and make our #Earth a beautiful place to live. 🌎

#earthday ",Uknown,"Earth,earthday",POSITIVE,optimism
590,"#SaveSoil 🌿🍃
Let's make it happen 

EarthDay 
#MyConnectWithSoil ",Uknown,"SaveSoil,EarthDay,MyConnectWithSoil",NEGATIVE,optimism
593," gm #Solana ☕️

Happy EarthDay 🌐",ABasicApe,"Solana,EarthDay",NEGATIVE,joy
594,"Kudos to  for taking the ""Tuvalu Challenge"" on #Earthday because climate change is affecting us all and we must protect earth and the Rockaway Peninsula!🌎 ",JSandersNYC,Earthday,POSITIVE,optimism
595," ‘You cannot adapt to lost cultures 
You cannot adapt to lost traditions 
You cannot adapt to lost history 
You cannot adapt to starvation 
And you cannot adapt to extinction’ -  

This EarthDay we must listen to those at the front lines of the climate crisis 🌍 ","WalkFree,vanessa_vash",EarthDay,NEGATIVE,sadness
598,Happy Earth Day Apr. 22th 2022! 🌎 #MyConnectWithSoil #SaveSoil #SaveSoilMovement  #SauvonsLesSols ,cpsavesoil,"MyConnectWithSoil,SaveSoil,SaveSoilMovement,SauvonsLesSols",POSITIVE,joy
601," I love him so much 🥺🤍
#bbrightvc  
#astrostuffs EarthDay ","gfbbright,bbrightvc","bbrightvc,astrostuffs,EarthDay",POSITIVE,joy
604," Happy Earth Day! 🌎🌱🌳 

📸:  #SamShawPhoto

#MarilynMonroe EarthDay EarthDay2022 #HappyEarthDay ","MarilynMonroe,SamShawPhoto","SamShawPhoto,MarilynMonroe,EarthDay,EarthDay2022,HappyEarthDay",POSITIVE,joy
605,"This EarthDay 🌎, we're grateful for all the relationships we’ve cultivated with our customers and we want to highlight one: , a female-founded #ecommerce business strongly focused on #sustainability. We honor them for all they are doing to protect our planet. ⭐ ",CANAVABRAND,"EarthDay,ecommerce,sustainability",POSITIVE,optimism
607," Trees are precious Jewels of our Mother Earth 🌎
On this EarthDay2022 let' pledge to #InvestInOurPlanet for better tomorrow.
With the inspiration of Saint Gurmeet Ram Rahim Ji, DSS Followers celebrate their special occasions by planting trees 🌲
EarthDay ",HumanityWarior7,"EarthDay2022,InvestInOurPlanet,EarthDay",POSITIVE,optimism
610," Happy Earth Day 🌱🌏
Here are some of my favorite photos from my 📷 in the old days
EarthDayWithRosé ",bameebm,EarthDayWithRos,POSITIVE,joy
611," 🙏On EarthDay, we want to thank all our project partners who have been working for a #GreenerEurope. 

Have a look: 

#TherisNOplanetB🌍#ClimateAction 
#Interreg🇪🇺 #POCTEP🇪🇸🇵🇹 ",poctep,"EarthDay,GreenerEurope,TherisNOplanetB,ClimateAction,Interreg,POCTEP",POSITIVE,optimism
613,"this past week, i’ve been conserving water and turning off lights as soon as i’m done using them! happy earth day 🌎 #oneweek1114 ",DoctorSmock,oneweek1114,POSITIVE,joy
614," To celebrate EarthDay we're giving away these 2 incredible eco-conscious  books🌱

🌿#TheBoyWhoGrewATree by , illustrated by 
🌿A proof of #ZoAndTheForestOfSecrets by  

To #win RT + follow us before 10am tomorrow (23/4)
#Giveaway ","ed_pr,_KnightsOf,bookhorse,creativesojung,alake_writes","EarthDay,TheBoyWhoGrewATree,ZoAndTheForestOfSecrets,win,Giveaway",NEGATIVE,joy
616," 2day is Earth day.Though Earth doesn't need a day as it creates Day by it's rotation, yet it's an * day 2 raise awareness for d Earth's Top-Soil.Let's feel d bonding by grounding ourselves so as 2 recharge, reboot, rejuvenate &amp; harmonize our system🙏 #MyConnectWithSoil ","SushantDeb2,SadhguruJV",MyConnectWithSoil,POSITIVE,optimism
617," 🌍 EarthDay is a reminder that we can do more for #ClimateAction. 

🇫🇷 Paris Agreement, protection of tropical forests and biodiversity, innovative climate financing... Find out France's priorities 👉 

EarthDay ",franceonu,"EarthDay,ClimateAction,EarthDay",POSITIVE,optimism
618, Happy EarthDay 🌍 #NewProfilePic ,Mets,"EarthDay,NewProfilePic",POSITIVE,joy
625," With 1000 nominations from 100 countries around the world, we're one step closer to finding the Finalists and Winners of The #EarthshotPrize 2022 🌎

Read more 👉  

EarthDay ",EarthshotPrize,"EarthshotPrize,EarthDay",NEGATIVE,joy
629," 🎉 Happy Friday! And Happy Earth Day! 🌎 Come by and treat yourself to some Fresh Fruit to go along with that TGIF Champagne!🍍🍇🍋🍏🍌 Don't forget to recycle your plastic &amp; glass containers!  #SNAPeligible 

#FreshFood #Ward8 EarthDay #HealthyCorners #GreenWithin #FoodJustice ",ElmiraMarket,"SNAPeligible,FreshFood,Ward8,EarthDay,HealthyCorners,GreenWithin,FoodJustice",POSITIVE,joy
630," 🟢 Live now: Nature in The Race to Zero, our 5th global EarthDay broadcast.
🗨 Ask your questions to our speakers on : 
     #racetozero #nature EarthDay2022 ","WeDontHaveTime,WeDontHaveTime,ericsson,exponentialroad,TF_Global,EarthDay","EarthDay,racetozero,nature,EarthDay2022",NEGATIVE,joy
635," Your EarthDay plans are sorted!🔴We go live at 3 PM CAT | 2 PM BST | 9 AM EDT 

Bring your dancing shoes 💃🏿, a penchant for edible insects 🦗, &amp; patience in case of a power outage! 🤞🏿

Seeing your #CAMFEDsisterhood, means plenty of that #FridayFeeling 🇿🇼💖 ",Camfed,"EarthDay,CAMFEDsisterhood,FridayFeeling",NEGATIVE,joy
637," Recycle! Have young ones place items such as paper and tin cans into dedicated recycling bins rather than the trash.

#recycle #trash #SavePlanet #SaveOurPlanet #SaveThePlanet EarthDay🌎 #HappyEarthDay🌎 #WorldEarthDay #PlanetEarth EarthDay2022 #HappyEarthDay2022 ",Nyksindia,"recycle,trash,SavePlanet,SaveOurPlanet,SaveThePlanet,EarthDay,HappyEarthDay,WorldEarthDay,PlanetEarth,EarthDay2022,HappyEarthDay2022",NEGATIVE,joy
643,"The Responsibility Is Ours, Let’s Take It On Together!! Happy Earth 🌎 Day!! #liquidsoftheearthshop #earthday #one #day #at #a #time #together ",Uknown,"liquidsoftheearthshop,earthday,one,day,at,a,time,together",POSITIVE,joy
644," It's all go on #GardenersWorld tonight. Summer veg, salvias, plants for shade, aeoniums and peas. You won't want to miss it! See you at 8 o'clock on the dot 😎🌷🌿 #FlowersOnFriday #GardeningTwitter EarthDay ",GWandShows,"GardenersWorld,FlowersOnFriday,GardeningTwitter,EarthDay",POSITIVE,joy
656," Protecting the Earth begins at home. Here are some easy things you can do in your own backyard that can make a big difference. 🌎❤️

EarthDay ",Heifer,EarthDay,POSITIVE,optimism
661," Today is EarthDay2022 

Here's everything you need to know 👇
",indy_climate,EarthDay2022,NEGATIVE,optimism
669," Our Earth &amp; its wonders that need to be protected. Today's EarthDay raises awareness of this. Collecting data to help understand climate change, as well as progress through cooperation in science &amp; research enable us to achieve better things for nature &amp; climate on Earth 🌍 ",astro_matthias,EarthDay,POSITIVE,optimism
676,"This EarthDay, we're focused on what we can do to help residents save by conserving electricity 🔌 &amp; water 💧 at home.  See tips &amp; other ways to save in our ""Conservation Conversation"" [ &amp; keep an eye on your email for future editions of the series. 🌏🏡 ",Uknown,EarthDay,POSITIVE,optimism
678,"Celebrate Earth Day Today - April 22!🙂🌳🌎
#earthday #CanadaBlooms ",Uknown,"earthday,CanadaBlooms",POSITIVE,joy
680," Happy Earth Day from Icelandic Glacial! We take immense pride in running a completely sustainable operation fueled entirely by geothermal and hydroelectric power. ♻️🌍🇮🇸 EarthDay #CarbonNeutral

 ",IcelandicWater,"EarthDay,CarbonNeutral",POSITIVE,joy
695," Happy Earth Day 🌎 

This year’s theme — Invest in Our Planet — highlights the importance of engaging all sectors of society to address the climate crisis.

LIKE if you love the Earth!

EarthDay EarthDay2022 ",4ocean,"EarthDay,EarthDay2022",POSITIVE,optimism
700," On EarthDay it’s a great idea to take stock of your carbon footprint. Using #bioheat fuel to heat your home means contributing fewer carbon emissions every day. Bioheat® fuel is better, cleaner, and safer for our environment, and it’s available now.  ",MyBioheat,"EarthDay,bioheat",POSITIVE,optimism
723,"Happy Earth Day 2022 🌎🌍🌏
Why not settle down later this evening and watch our grassroots made eco-drama ""Good Intentions"" which is still available to view on Amazon Prime?

EarthDay22 #goodintentions #oaktreeproductions #bayviewentertainment",Uknown,"EarthDay22,goodintentions,oaktreeproductions,bayviewentertainment",POSITIVE,joy
728,"Happy EarthDay!

Today is a perfect chance to consider ESG #investments to help save the planet. 🌍

#ESGinvestments are socially responsible investments that take into account environmental, social and governance factors.

Contact us for #investment advice. ",Uknown,"EarthDay,investments,ESGinvestments,investment",POSITIVE,optimism
734," How can we better support young people in bringing innovative projects to save lives, quicken recovery, and protect our environment? 🤔
 
Join  for a discussion as we celebrate EarthDay 🌍
 
🗓️ 23-24 April
🕐 10 am EDT
🔗  ","UNYouthEnvoy,IYCM",EarthDay,NEGATIVE,optimism
742,"This #WorldEarthDay, the theme is to “Invest in our Planet” – it’s the only home we have, so we must look after it 🌍

Find out more about how we're investing in our planet through regenerative organic farming methods ➡️ 

EarthDay EarthDay22 #YeoValley ",Uknown,"WorldEarthDay,EarthDay,EarthDay22,YeoValley",NEGATIVE,optimism
